time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
215700,2023-04-01 05:26:33,35.8244883484285,14.4415499978073,0,,,267.68439931393,0.328084,0,0.79412076032,0.22528215944,23,5,8.397,267.68439931393,0,0,0.86046262596,0,0,0,109.3, 3, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,104.5,0,0,83,4.197,4.194,0,0,0,0,0.588,86,267.68439931393,0,41,Motors_Started,
215800,2023-04-01 05:26:34,35.8244883533733,14.4415499857593,0,,,267.68439931393,0.328084,0,0.79095146888,0.22927658214,23,5,8.397,267.68439931393,0,0,0.86046262596,0,0,0,109.4, 3, 4.3,0,0,1024,1024,1024,1024,0,0,0,0,104.5,0,0,83,4.197,4.194,0,0,0,0,0.588,86,267.68439931393,0,11,AutoTakeoff,
215900,2023-04-01 05:26:34,35.8244883855444,14.441549941203,0,,,267.68439931393,0.328084,0,0.78031170476,0.246926189004,23,5,8.397,267.68439931393,0,0,0.86046262596,0,0,0,109.1, 3, 4.3,0,0,1024,1024,1024,1024,0,0,0,0,104.5,0,0,83,4.197,4.194,0,0,0,0,0.588,86,267.68439931393,0,11,AutoTakeoff,
216000,2023-04-01 05:26:34,35.8244884249609,14.4415498919063,0,,,267.68439931393,0.328084,0,0.76915356792,0.267407488872,23,5,8.397,267.68439931393,0,0,0.86046262596,0,0,0,109.1, 3, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,104.5,0,0,83,4.197,4.194,0,0,0,0,0.588,86,267.68439931393,0,11,AutoTakeoff,
216100,2023-04-01 05:26:34,35.8244883960597,14.4415499177831,0,,,267.68439931393,0.328084,0,0.7743274526,0.2804380011,23,5,8.397,267.68439931393,0,0,0.86046262596,0,0,0,109, 3, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,104.5,0,0,83,4.197,4.194,0,0,0,0,0.588,86,267.68439931393,0,11,AutoTakeoff,
216200,2023-04-01 05:26:34,35.8244883877831,14.4415498954371,0,,,267.68439931393,0.328084,0,0.76723099568,0.287705389784,23,5,8.397,267.68439931393,0,0,0.86046262596,0,0,0,108.5, 2.9, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,104.5,0,0,83,4.197,4.194,0,0,0,0,0.588,86,267.68439931393,0,11,AutoTakeoff,
216300,2023-04-01 05:26:34,35.8244883353309,14.4415498146959,0,,,267.68439931393,0.328084,0,0.7400098662,0.318311689976,23,5,8.373,267.68439931393,0,0,0.86046262596,0,0,0,107.2, 0.4, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,104.4,0,0,83,4.186,4.182,0,0,0,0,1.063,86,267.68439931393,0,11,AutoTakeoff,
216400,2023-04-01 05:26:34,35.8244882344847,14.4415497099373,0,,,267.68439931393,0.328084,0.223694,0.70324149232,0.36641733456,23,5,8.373,267.68439931393,0,0.223694,0.86046262596,-0.223694,0,0,106.4, -2, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,104.3,0,0,83,4.186,4.182,0,0,0,0,1.063,86,267.68439931393,0,11,AutoTakeoff,
216500,2023-04-01 05:26:34,35.8244881677954,14.4415496474469,0,,,267.68439931393,0.328084,0.223694,0.68169621604,0.39697507832,23,5,8.373,267.68439931393,0,0.223694,0.86046262596,-0.223694,0,-0.447388,106.3, -1.6, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,104.1,0,0,83,4.186,4.182,0,0,0,0,1.063,86,267.68439931393,0,11,AutoTakeoff,
216600,2023-04-01 05:26:34,35.8244880860288,14.4415496098882,0,,,267.68439931393,0.328084,0.223694,0.6677821736,0.42880906884,23,5,8.373,267.68439931393,0,0.223694,0.86046262596,-0.223694,0,-0.894776,106.3, -0.2, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,103.9,0,0,83,4.186,4.182,0,0,0,0,1.063,86,267.68439931393,0,11,AutoTakeoff,
216700,2023-04-01 05:26:35,35.8244880100244,14.44154956349,0,,,267.68439931393,0.656168,0.223694,0.65257219936,0.45975067088,23,5,8.373,267.68439931393,0,0.223694,0.86046262596,-0.223694,0,-1.11847,106.4, -0.1, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,103.8,0,0,83,4.186,4.182,0,0,0,0,1.063,86,267.68439931393,0,11,AutoTakeoff,
216800,2023-04-01 05:26:35,35.824487955555,14.4415495299303,0.328084,,,268.01248331393,0.656168,0,0.64227692344,0.48196523852,23,5,8.373,268.01248331393,0.328084,0.223694,0.86046262596,0,0,-1.342164,106.3, 0, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,103.7,0,0,83,4.186,4.182,0,0,0,0,1.063,86,268.01248331393,0.328084,11,AutoTakeoff,
216900,2023-04-01 05:26:35,35.8244877667019,14.4415495359896,0.328084,,,268.01248331393,0.984252,0,0.64751642492,0.55089240608,23,5,8.373,268.01248331393,0.328084,0.223694,0.86046262596,0,0,-1.565858,106.2, 0.2, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,103.6,0,0,83,4.186,4.182,0,0,0,0,1.063,86,268.01248331393,0.328084,11,AutoTakeoff,
217000,2023-04-01 05:26:35,35.8244876946571,14.4415495745002,0.656168,,,268.34056731393,1.312336,0,0.66203086108,0.57954070096,23,5,8.373,268.34056731393,0.656168,0.223694,0.86046262596,0,0,-1.789552,106.3, 0.5, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,103.5,0,0,83,4.186,4.182,0,0,0,0,1.063,86,268.34056731393,0.656168,11,AutoTakeoff,
217100,2023-04-01 05:26:35,35.8244876793025,14.4415495984797,0.984252,,,268.66865131393,1.312336,0,0.66985566448,0.58857941516,23,5,8.373,268.66865131393,0.984252,0.223694,0.86046262596,0,0,-2.013246,106.4, 0.8, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,103.4,0,0,83,4.186,4.182,0,0,0,0,1.063,86,268.66865131393,0.984252,11,AutoTakeoff,
217200,2023-04-01 05:26:35,35.8244876768089,14.4415496307502,1.312336,,,268.99673531393,1.64042,0,0.67943243644,0.59816931048,23,5,8.373,268.99673531393,1.312336,0.223694,0.86046262596,0,0,-2.013246,106.3, 1.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,103.3,0,0,83,4.186,4.182,0,0,0,0,1.063,86,268.99673531393,1.312336,11,AutoTakeoff,
217300,2023-04-01 05:26:35,35.8244875294824,14.4415498439383,1.64042,,,269.32481931393,1.968504,0,0.75098099516,0.68103348636,23,5,8.256,269.32481931393,1.64042,0.223694,0.86046262596,0,0,-2.23694,106.4, 1.5, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,103.2,0,0,83,4.127,4.111,0,0,0,0,3.606,86,269.32481931393,1.64042,11,AutoTakeoff,
217400,2023-04-01 05:26:35,35.8244874510952,14.4415499775856,1.968504,,,269.65290331393,2.296588,0,0.79577430368,0.72982941968,24,5,8.256,269.65290331393,1.968504,0.223694,0.86046262596,0,0,-2.23694,106.4, 1.5, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,103.2,0,0,83,4.127,4.111,0,0,0,0,3.606,86,269.65290331393,1.968504,11,AutoTakeoff,
217500,2023-04-01 05:26:35,35.8244874414919,14.4415500865725,2.296588,,,269.98098731393,2.624672,0,0.8279691866,0.76226052308,24,5,8.256,269.98098731393,2.296588,0.223694,0.86046262596,0,0,-2.23694,106.5, 1.3, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,103.1,0,0,83,4.127,4.111,0,0,0,0,3.606,86,269.98098731393,2.296588,11,AutoTakeoff,
217600,2023-04-01 05:26:35,35.8244874375685,14.441550186192,2.624672,,,270.30907131393,2.952756,0,0.85702758648,0.7917651172,24,5,8.256,270.30907131393,2.624672,0.223694,0.86046262596,0,0,-2.013246,106.4, 1.1, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,103.1,0,0,83,4.127,4.111,0,0,0,0,3.606,86,270.30907131393,2.624672,6,P-GPS,
217700,2023-04-01 05:26:36,35.8244873865368,14.4415502294228,2.952756,,,270.63715531393,3.28084,0,0.8737040962,0.8143537006,24,5,8.256,270.63715531393,2.952756,0.223694,0.8737040962,0,0,-1.565858,106.5, 1.2, 0,0,0,1024,1024,1024,1024,0,0,0,0,103,0,0,83,4.127,4.111,0,0,0,0,3.606,86,270.63715531393,2.952756,6,P-GPS,
217800,2023-04-01 05:26:36,35.8244873514532,14.4415502927877,3.28084,,,270.96523931393,3.608924,0,0.89497050108,0.83705055172,24,5,8.256,270.96523931393,3.28084,0.223694,0.89497050108,0,0,-1.11847,106.5, 1, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,103,0,0,83,4.127,4.111,0,0,0,0,3.606,86,270.96523931393,3.28084,6,P-GPS,
217900,2023-04-01 05:26:36,35.8244872243881,14.4415503400632,3.28084,,,270.96523931393,3.608924,0,0.92077758852,0.88547575012,24,5,8.256,270.96523931393,3.28084,0.223694,0.92077758852,0,0,-0.447388,106.5, 0.9, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,103,0,0,83,4.127,4.111,0,0,0,0,3.606,86,270.96523931393,3.28084,6,P-GPS,
218000,2023-04-01 05:26:36,35.8244870878765,14.4415503928507,3.28084,,,270.96523931393,3.608924,0,0.95103021416,0.93767063368,24,5,8.256,270.96523931393,3.28084,0.223694,0.95103021416,0,0,-0.223694,106.4, 0.8, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,102.9,0,0,83,4.127,4.111,0,0,0,0,3.606,86,270.96523931393,3.28084,6,P-GPS,
218100,2023-04-01 05:26:36,35.8244870439366,14.4415504273432,3.608924,,,271.29332331393,3.937008,0,0.96603349548,0.9566765398,24,5,8.256,271.29332331393,3.608924,0.223694,0.96603349548,0,0,0,106.4, 0.4, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,102.9,0,0,83,4.127,4.111,0,0,0,0,3.606,86,271.29332331393,3.608924,6,P-GPS,
218200,2023-04-01 05:26:36,35.8244869491624,14.4415504507794,3.608924,,,271.29332331393,3.937008,0,0.98483927036,0.99194228896,24,5,8.256,271.29332331393,3.608924,0.223694,0.98483927036,0,0,0,106.4, 0.7, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,102.8,0,0,83,4.127,4.111,0,0,0,0,3.606,86,271.29332331393,3.608924,6,P-GPS,
218300,2023-04-01 05:26:36,35.8244869187927,14.4415505401003,3.608924,,,271.29332331393,3.937008,0,1.01348756524,1.02059386468,24,5,8.274,271.29332331393,3.608924,0.223694,1.01348756524,0,0,0,106.5, 1.1, -1,0,0,1024,1024,1024,1024,0,0,0,0,102.8,0,0,83,4.144,4.131,0,0,0,0,4.414,86.18,271.29332331393,3.608924,6,P-GPS,
218400,2023-04-01 05:26:36,35.8244868919588,14.4415506405375,3.608924,,,271.29332331393,3.937008,0,1.04471131952,1.05187667408,23,5,8.274,271.29332331393,3.608924,0.223694,1.04471131952,0,0,0,107, 1.2, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,102.8,0,0,83,4.144,4.131,0,0,0,0,4.414,86.18,271.29332331393,3.608924,6,P-GPS,
218500,2023-04-01 05:26:36,35.8244868829417,14.4415507169478,3.608924,,,271.29332331393,3.937008,0,1.0669455722,1.07471788216,23,5,8.274,271.29332331393,3.608924,0.223694,1.0669455722,0,0,0,107.3, 1.6, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,102.8,0,0,83,4.144,4.131,0,0,0,0,4.414,86.18,271.29332331393,3.608924,6,P-GPS,
218600,2023-04-01 05:26:36,35.8244869552784,14.4415508721452,3.608924,,,271.29332331393,3.937008,0,1.10083993024,1.12767720144,23,5,8.274,271.29332331393,3.608924,0.223694,1.10083993024,0,0,0,107.5, 1.8, -0.5,0,0,1024,1024,1100,1024,0,0,12,0,102.8,0,0,83,4.144,4.131,0,0,0,0,4.414,86.18,271.29332331393,3.608924,6,P-GPS,
218700,2023-04-01 05:26:37,35.8244869792597,14.4415509626944,3.608924,,,271.29332331393,3.937008,0,1.1233760202,1.1558563362,23,5,8.274,271.29332331393,3.608924,0.223694,1.1233760202,0,0,0,107.6, 1.8, 0,0,0,1024,1024,1163,1024,0,0,21,0,102.8,0,0,83,4.144,4.131,0,0,0,0,4.414,86.18,271.29332331393,3.608924,6,P-GPS,
218800,2023-04-01 05:26:37,35.8244870128333,14.4415510451619,3.608924,,,271.29332331393,3.937008,0,1.1428314014,1.183152925,24,5,8.274,271.29332331393,3.608924,0.223694,1.1428314014,0,0,0,107.5, 1.3, 0.3,0,0,1024,1024,1167,1024,0,0,22,0,102.8,0,0,83,4.144,4.131,0,0,0,0,4.414,86.18,271.29332331393,3.608924,6,P-GPS,
218900,2023-04-01 05:26:37,35.8244870411902,14.4415510729189,3.608924,,,271.29332331393,3.937008,0,1.147637832,1.19636158684,24,5,8.274,271.29332331393,3.608924,0.223694,1.147637832,0,0,-0.223694,107.4, 1.1, 0.3,0,0,1024,1024,1167,1024,0,0,22,0,102.8,0,0,83,4.144,4.131,0,0,0,0,4.414,86.18,271.29332331393,3.608924,6,P-GPS,
219000,2023-04-01 05:26:37,35.8244870567203,14.4415511083755,3.608924,,,271.29332331393,3.937008,0,1.15607615248,1.2082841594,24,5,8.274,271.29332331393,3.608924,0.223694,1.15607615248,0,0,-0.223694,107.4, 1.1, 0.6,0,0,1024,1024,1166,1024,0,0,22,0,102.8,0,0,83,4.144,4.131,0,0,0,0,4.414,86.18,271.29332331393,3.608924,6,P-GPS,
219100,2023-04-01 05:26:37,35.8244870504504,14.4415511379555,3.608924,,,271.29332331393,3.937008,0,1.16511486668,1.21732943528,24,5,8.274,271.29332331393,3.608924,0.223694,1.16511486668,0,0,-0.447388,107.3, 1, 0.5,0,0,1024,1024,1166,1024,0,0,22,0,102.8,0,0,83,4.144,4.131,0,0,0,0,4.414,86.18,271.29332331393,3.608924,6,P-GPS,
219200,2023-04-01 05:26:37,35.824487035176,14.4415511655823,3.937008,,,271.62140731393,4.265092,0,1.17453087748,1.22722116788,24,5,8.274,271.62140731393,3.937008,0.223694,1.17453087748,0,0,-0.447388,107.4, 1, 0.2,0,0,1024,1024,1163,1024,0,0,21,0,102.8,0,0,83,4.144,4.131,0,0,0,0,4.414,86.18,271.62140731393,3.937008,6,P-GPS,
219300,2023-04-01 05:26:37,35.824487061836,14.4415511665898,3.937008,,,271.62140731393,4.265092,0,1.17208993252,1.23695213932,24,5,8.251,271.62140731393,3.937008,0.223694,1.17453087748,0,0,-0.447388,107.4, 0.8, 0,0,0,1024,1024,1163,1024,0,0,21,0,102.8,0,0,83,4.123,4.108,0,0,0,0,4.156,86.18,271.62140731393,3.937008,6,P-GPS,
219400,2023-04-01 05:26:37,35.8244870969351,14.4415511625598,3.937008,,,271.62140731393,4.265092,0,1.16746722896,1.24981303212,24,5,8.251,271.62140731393,3.937008,0.223694,1.17453087748,0,0,-0.447388,107.4, 0.8, -0.1,0,0,1024,1024,1165,1024,0,0,21,0,102.8,0,0,83,4.123,4.108,0,0,0,0,4.156,86.18,271.62140731393,3.937008,6,P-GPS,
219500,2023-04-01 05:26:37,35.8244870675861,14.4415511783862,3.937008,,,271.62140731393,4.265092,0,1.174868804,1.2614993842,24,5,8.251,271.62140731393,3.937008,0.223694,1.174868804,0,0,-0.447388,107.5, 0.9, 0,0,0,1024,1024,1166,1024,0,0,22,0,102.8,0,0,83,4.123,4.108,0,0,0,0,4.156,86.18,271.62140731393,3.937008,6,P-GPS,
219600,2023-04-01 05:26:37,35.8244870749983,14.4415511848734,3.937008,,,271.62140731393,4.593176,0,1.17597772792,1.26481631344,23,5,8.251,271.62140731393,3.937008,0.223694,1.17597772792,0,0,-0.447388,107.5, 0.7, 0,0,0,1024,1024,1174,1024,0,0,23,0,102.8,0,0,83,4.123,4.108,0,0,0,0,4.156,86.18,271.62140731393,3.937008,6,P-GPS,
219700,2023-04-01 05:26:38,35.8244870761102,14.4415512185178,4.265092,,,271.94949131393,4.593176,0,1.18545279384,1.27477694368,23,5,8.251,271.94949131393,4.265092,0.223694,1.18545279384,0,0,-0.447388,107.5, 0.6, 0.1,0,0,1024,1024,1185,1024,0,0,24,0,102.8,0,0,83,4.123,4.108,0,0,0,0,4.156,86.18,271.94949131393,4.265092,6,P-GPS,"Home Point updated. RTH altitude adjusted to 15 m (Code: 120852)"
219800,2023-04-01 05:26:38,35.8244870790377,14.4415512652491,4.265092,,,271.94949131393,4.593176,0,1.19848757116,1.28864177352,23,5,8.251,271.94949131393,4.265092,0.223694,1.19848757116,0,0,-0.447388,107.5, 0.7, 0.2,0,0,1024,1024,1187,1024,0,0,25,0,102.8,0,0,83,4.123,4.108,0,0,0,0,4.156,86.18,271.94949131393,4.265092,6,P-GPS,
219900,2023-04-01 05:26:38,35.82448715545,14.4415513665583,4.265092,,,271.94949131393,4.593176,0,1.22049544588,1.32957353336,23,5,8.251,271.94949131393,4.265092,0.223694,1.22049544588,0,0,-0.671082,107.5, 1.4, 0.6,0,0,1024,1024,1187,1024,0,0,25,0,102.8,0,0,83,4.123,4.108,0,0,0,0,4.156,86.18,271.94949131393,4.265092,6,P-GPS,
220000,2023-04-01 05:26:38,35.8244872113927,14.4415514033066,4.593176,,,272.27757531393,4.92126,0,1.22641408124,1.35270017452,23,5,8.251,272.27757531393,4.593176,0.223694,1.22641408124,0,0,-0.671082,107.5, 1.4, 0.5,0,0,1024,1024,1186,1024,0,0,25,0,102.8,0,0,83,4.123,4.108,0,0,0,0,4.156,86.18,272.27757531393,4.593176,6,P-GPS,
220100,2023-04-01 05:26:38,35.8244872731979,14.4415513851638,4.593176,,,272.27757531393,4.92126,0,1.21640095756,1.37587930912,23,5,8.251,272.27757531393,4.593176,0.223694,1.22641408124,0,0,-0.671082,107.5, 1.6, 0.7,0,0,1024,1024,1187,1024,0,0,25,0,102.8,0,0,83,4.123,4.108,0,0,0,0,4.156,86.18,272.27757531393,4.593176,6,P-GPS,
220200,2023-04-01 05:26:38,35.8244873301556,14.4415513596194,4.593176,,,272.27757531393,5.249344,0,1.20493442176,1.39799217072,23,5,8.251,272.27757531393,4.593176,0.223694,1.22641408124,0,0,-0.671082,107.5, 1.7, 0.3,0,0,1024,1024,1197,1024,0,0,26,0,102.8,0,0,83,4.123,4.108,0,0,0,0,4.156,86.18,272.27757531393,4.593176,6,P-GPS,
220300,2023-04-01 05:26:38,35.8244874352732,14.4415513207391,4.92126,,,272.60565931393,5.249344,0,1.18697182276,1.43803154208,23,5,8.236,272.60565931393,4.92126,0.223694,1.22641408124,0,0,-0.671082,107.5, 2.1, 0.2,0,0,1024,1024,1201,1024,0,0,27,0,102.8,0,0,83,4.124,4.11,0,0,0,0,4.398,86.18,272.60565931393,4.92126,6,P-GPS,
220400,2023-04-01 05:26:38,35.8244874713282,14.441551360775,4.92126,,,272.60565931393,5.249344,0,1.19667982832,1.45573167388,23,5,8.236,272.60565931393,4.92126,0.223694,1.22641408124,0,0,-0.671082,107.6, 2, 0.4,0,0,1024,1024,1201,1024,0,0,27,0,102.8,0,0,83,4.124,4.11,0,0,0,0,4.398,86.18,272.60565931393,4.92126,6,P-GPS,
220500,2023-04-01 05:26:38,35.8244874530542,14.4415513618395,5.249344,,,272.93374331393,5.577428,0,1.19797904096,1.46240490244,23,5,8.236,272.93374331393,5.249344,0.223694,1.22641408124,0,0,-0.894776,107.6, 1.8, 0.3,0,0,1024,1024,1200,1024,0,0,27,0,102.8,0,0,83,4.124,4.11,0,0,0,0,4.398,86.18,272.93374331393,5.249344,6,P-GPS,
220600,2023-04-01 05:26:38,35.8244874199036,14.4415513484664,5.249344,,,272.93374331393,5.577428,0,1.1959646052,1.4751312808,23,5,8.236,272.93374331393,5.249344,0.223694,1.22641408124,0,0,-0.894776,107.5, 1.9, 0,0,0,1024,1024,1200,1024,0,0,27,0,102.8,0,0,83,4.124,4.11,0,0,0,0,4.398,86.18,272.93374331393,5.249344,6,P-GPS,
220700,2023-04-01 05:26:39,35.8244872537502,14.4415514161232,5.249344,,,272.93374331393,5.577428,0,1.2268209054,1.53897314636,23,5,8.236,272.93374331393,5.249344,0.223694,1.2268209054,0,0,-0.894776,107.7, 1.7, -0.6,0,0,1024,1024,1201,1024,0,0,27,0,102.8,0,0,83,4.124,4.11,0,0,0,0,4.398,86.18,272.93374331393,5.249344,6,P-GPS,
220800,2023-04-01 05:26:39,35.8244872057726,14.4415514316739,5.577428,,,273.26182731393,5.905512,0,1.23504925212,1.5570702598,24,5,8.236,273.26182731393,5.577428,0.223694,1.23504925212,0,0,-0.894776,107.5, 2.1, -0.8,0,0,1024,1024,1202,1024,0,0,27,0,102.8,0,0,83,4.124,4.11,0,0,0,0,4.398,86.18,273.26182731393,5.577428,6,P-GPS,
220900,2023-04-01 05:26:39,35.8244872176557,14.4415514127998,5.577428,,,273.26182731393,5.905512,0,1.22865489496,1.56414047,24,5,8.236,273.26182731393,5.577428,0.223694,1.23504925212,0,0,-0.894776,107.4, 2.1, -0.9,0,0,1024,1024,1202,1024,0,0,27,0,102.8,0,0,83,4.124,4.11,0,0,0,0,4.398,86.18,273.26182731393,5.577428,6,P-GPS,
221000,2023-04-01 05:26:39,35.8244872496225,14.44155138501,5.905512,,,273.58991131393,6.233596,0,1.21813324108,1.57840884316,24,5,8.236,273.58991131393,5.905512,0.223694,1.23504925212,0,0,-0.894776,107.4, 1.7, -1.2,0,0,1024,1024,1208,1024,0,0,28,0,102.8,0,0,83,4.124,4.11,0,0,0,0,4.398,86.18,273.58991131393,5.905512,6,P-GPS,
221100,2023-04-01 05:26:39,35.8244872393315,14.4415514463344,5.905512,,,273.58991131393,6.233596,0,1.23665686372,1.59693574664,24,5,8.236,273.58991131393,5.905512,0.223694,1.23665686372,0,0,-0.894776,107.5, 2, -0.6,0,0,1024,1024,1223,1024,0,0,30,0,102.8,0,0,83,4.124,4.11,0,0,0,0,4.398,86.18,273.58991131393,5.905512,6,P-GPS,
221200,2023-04-01 05:26:39,35.824487230082,14.4415516416938,6.233596,,,273.91799531393,6.56168,0,1.29390424088,1.65482616844,24,5,8.236,273.91799531393,6.233596,0.223694,1.29390424088,0,0,-0.894776,107.5, 2.3, -0.3,0,0,1024,1024,1271,1024,0,0,37,0,102.8,0,0,83,4.124,4.11,0,0,0,0,4.398,86.18,273.91799531393,6.233596,6,P-GPS,
